0.39,0.20,0.60,0.48,0.54,0.57,0.13,0.09,0.25,0.58,0.62,0.15,0.32,0.17,0.31,0.63,0.57,0.57,0.24,0.46,0.24,0.50,0.57,0.04,0.29,0.07,0.22,0.55,0.11,0.37
0.31,0.45,0.36,0.57,0.26,0.46,0.65,0.68,0.43,0.11,0.42,0.55,0.56,0.43,0.30,0.18,0.62,0.02,0.83,0.49,0.71,0.07,0.00,0.62,0.47,0.60,0.76,0.36,0.62,0.56
0.58,0.39,0.01,0.27,0.11,0.09,0.72,0.66,0.62,0.27,0.02,0.47,0.36,0.54,0.52,0.22,0.26,0.41,0.82,0.78,0.58,0.37,0.37,0.65,0.32,0.66,0.67,0.03,0.70,0.33
0.83,0.48,0.38,0.17,0.45,0.26,0.78,0.67,0.79,0.62,0.33,0.48,0.31,0.69,0.73,0.58,0.09,0.74,0.77,1.00,0.49,0.68,0.71,0.69,0.37,0.73,0.59,0.36,0.77,0.27
0.27,0.19,0.30,0.38,0.22,0.34,0.44,0.43,0.29,0.23,0.35,0.29,0.31,0.23,0.19,0.28,0.45,0.25,0.59,0.46,0.45,0.17,0.24,0.38,0.22,0.38,0.50,0.27,0.41,0.33
0.44,0.53,0.32,0.59,0.25,0.44,0.77,0.78,0.56,0.10,0.38,0.64,0.61,0.55,0.44,0.12,0.61,0.16,0.94,0.63,0.79,0.20,0.13,0.73,0.53,0.72,0.85,0.34,0.75,0.60
0.30,0.08,0.43,0.38,0.36,0.42,0.28,0.26,0.22,0.40,0.46,0.15,0.25,0.12,0.20,0.45,0.47,0.41,0.42,0.44,0.31,0.33,0.40,0.22,0.18,0.22,0.35,0.39,0.26,0.29
0.21,0.56,0.78,0.85,0.68,0.84,0.45,0.57,0.25,0.59,0.83,0.61,0.74,0.35,0.28,0.67,0.93,0.46,0.67,0.03,0.74,0.45,0.50,0.49,0.66,0.44,0.72,0.76,0.43,0.77
0.09,0.30,0.46,0.55,0.36,0.52,0.40,0.45,0.17,0.30,0.51,0.39,0.46,0.19,0.05,0.37,0.62,0.22,0.60,0.29,0.55,0.17,0.24,0.38,0.38,0.36,0.57,0.44,0.38,0.49
0.22,0.40,0.71,0.70,0.62,0.74,0.22,0.35,0.10,0.59,0.76,0.42,0.57,0.18,0.22,0.66,0.80,0.50,0.45,0.17,0.53,0.46,0.52,0.27,0.51,0.22,0.51,0.68,0.21,0.61
0.14,0.28,0.42,0.51,0.32,0.47,0.43,0.46,0.21,0.26,0.47,0.38,0.44,0.20,0.09,0.33,0.59,0.20,0.62,0.34,0.54,0.13,0.21,0.40,0.35,0.38,0.57,0.39,0.40,0.46
0.56,0.25,0.62,0.42,0.59,0.56,0.27,0.12,0.43,0.68,0.63,0.14,0.26,0.34,0.47,0.71,0.51,0.70,0.21,0.64,0.07,0.62,0.69,0.19,0.29,0.24,0.05,0.58,0.27,0.31
0.26,0.48,0.45,0.64,0.35,0.54,0.64,0.68,0.40,0.20,0.50,0.58,0.61,0.42,0.28,0.27,0.69,0.05,0.83,0.43,0.74,0.11,0.09,0.61,0.52,0.59,0.78,0.44,0.61,0.62
0.14,0.39,0.66,0.68,0.57,0.70,0.29,0.40,0.07,0.52,0.71,0.43,0.56,0.17,0.15,0.59,0.77,0.42,0.51,0.13,0.56,0.38,0.45,0.31,0.49,0.27,0.55,0.63,0.27,0.60
0.61,0.22,0.52,0.27,0.51,0.44,0.40,0.26,0.50,0.63,0.51,0.14,0.14,0.40,0.51,0.64,0.36,0.68,0.36,0.72,0.08,0.60,0.66,0.31,0.20,0.36,0.18,0.47,0.39,0.17
0.22,0.17,0.37,0.41,0.29,0.40,0.37,0.38,0.22,0.29,0.42,0.27,0.32,0.16,0.13,0.35,0.49,0.28,0.54,0.40,0.43,0.20,0.28,0.33,0.24,0.31,0.47,0.34,0.35,0.35
0.62,0.38,0.08,0.21,0.17,0.02,0.72,0.65,0.64,0.33,0.04,0.45,0.32,0.56,0.54,0.29,0.19,0.47,0.79,0.81,0.55,0.42,0.43,0.64,0.30,0.66,0.64,0.08,0.70,0.28
0.14,0.41,0.47,0.62,0.37,0.55,0.52,0.58,0.28,0.26,0.53,0.50,0.56,0.31,0.17,0.33,0.68,0.13,0.72,0.32,0.66,0.12,0.16,0.51,0.47,0.48,0.69,0.46,0.50,0.57
0.16,0.29,0.60,0.59,0.51,0.62,0.23,0.32,0.01,0.48,0.64,0.34,0.47,0.08,0.12,0.55,0.68,0.41,0.44,0.23,0.47,0.36,0.43,0.24,0.40,0.20,0.46,0.56,0.21,0.51
0.43,0.39,0.17,0.42,0.08,0.28,0.68,0.66,0.51,0.06,0.22,0.50,0.44,0.46,0.39,0.05,0.44,0.21,0.82,0.63,0.64,0.18,0.17,0.62,0.37,0.62,0.71,0.17,0.65,0.43
