0.69,0.31,0.18,0.10,0.26,0.68,0.75,0.73,0.72,0.68
0.26,0.49,0.84,0.69,0.80,0.17,0.25,0.32,0.09,0.13
0.64,0.25,0.11,0.09,0.17,0.62,0.65,0.62,0.65,0.59
0.78,0.65,0.63,0.72,0.53,0.69,0.32,0.25,0.64,0.49
0.28,0.53,0.87,0.73,0.83,0.20,0.26,0.33,0.13,0.16
0.60,0.44,0.49,0.53,0.41,0.51,0.22,0.16,0.47,0.33
0.29,0.21,0.52,0.39,0.48,0.21,0.25,0.26,0.21,0.13
0.22,0.13,0.52,0.34,0.51,0.18,0.36,0.38,0.21,0.20
0.51,0.51,0.69,0.66,0.62,0.41,0.01,0.00,0.34,0.21
0.67,0.55,0.59,0.65,0.50,0.58,0.22,0.15,0.53,0.38
0.62,0.28,0.17,0.25,0.12,0.57,0.49,0.45,0.57,0.48
0.25,0.24,0.64,0.37,0.67,0.31,0.64,0.67,0.38,0.46
0.36,0.21,0.55,0.27,0.59,0.41,0.69,0.71,0.48,0.52
0.21,0.12,0.55,0.31,0.55,0.22,0.49,0.51,0.28,0.32
0.28,0.13,0.53,0.27,0.55,0.31,0.58,0.60,0.37,0.41
0.51,0.21,0.29,0.26,0.24,0.45,0.38,0.35,0.45,0.36
0.30,0.32,0.70,0.42,0.73,0.38,0.72,0.75,0.46,0.54
0.35,0.05,0.43,0.17,0.45,0.36,0.56,0.57,0.41,0.42
0.65,0.26,0.09,0.14,0.12,0.62,0.61,0.58,0.64,0.57
0.41,0.28,0.60,0.32,0.65,0.47,0.76,0.78,0.54,0.59
0.89,0.55,0.23,0.47,0.14,0.83,0.65,0.59,0.82,0.70
0.35,0.09,0.40,0.25,0.37,0.31,0.36,0.36,0.32,0.26
0.79,0.53,0.38,0.53,0.28,0.71,0.46,0.39,0.69,0.55
0.32,0.29,0.66,0.38,0.70,0.39,0.72,0.74,0.46,0.54
0.80,0.54,0.38,0.54,0.28,0.72,0.47,0.40,0.70,0.56
0.37,0.31,0.65,0.37,0.70,0.44,0.76,0.78,0.52,0.58
0.17,0.26,0.63,0.46,0.60,0.09,0.28,0.32,0.09,0.09
0.78,0.57,0.49,0.61,0.38,0.69,0.39,0.32,0.66,0.51
0.87,0.51,0.12,0.39,0.07,0.83,0.71,0.66,0.83,0.73
0.44,0.68,1.00,0.88,0.94,0.35,0.31,0.38,0.29,0.29
