0.52,0.60,0.41,0.77,0.55,0.33,0.54,0.29,0.14,0.67
0.59,0.56,0.43,0.81,0.59,0.38,0.53,0.25,0.04,0.63
0.24,0.66,0.34,0.59,0.35,0.23,0.51,0.45,0.47,0.73
0.52,0.18,0.22,0.54,0.41,0.29,0.20,0.10,0.41,0.25
0.21,0.42,0.20,0.15,0.06,0.25,0.23,0.47,0.70,0.46
0.35,0.60,0.43,0.10,0.27,0.48,0.43,0.70,0.93,0.62
0.27,0.32,0.00,0.37,0.18,0.07,0.16,0.24,0.48,0.39
0.32,0.30,0.17,0.18,0.15,0.26,0.12,0.40,0.67,0.34
0.37,0.54,0.29,0.63,0.40,0.19,0.43,0.27,0.27,0.61
0.38,0.94,0.61,0.74,0.54,0.51,0.76,0.75,0.73,1.00
0.27,0.33,0.02,0.39,0.19,0.06,0.18,0.23,0.46,0.40
0.36,0.53,0.28,0.62,0.39,0.18,0.42,0.26,0.27,0.60
0.06,0.53,0.20,0.36,0.12,0.15,0.34,0.43,0.58,0.58
0.37,0.75,0.45,0.72,0.48,0.34,0.61,0.50,0.43,0.82
0.32,0.26,0.03,0.34,0.20,0.15,0.09,0.24,0.51,0.32
0.55,0.19,0.26,0.58,0.45,0.32,0.24,0.10,0.39,0.26
0.13,0.46,0.18,0.24,0.00,0.19,0.27,0.44,0.65,0.51
0.07,0.67,0.35,0.43,0.23,0.28,0.48,0.56,0.67,0.72
0.35,0.23,0.11,0.28,0.20,0.22,0.04,0.31,0.59,0.28
0.60,0.00,0.32,0.50,0.46,0.41,0.19,0.29,0.59,0.06
