0.48,0.89,0.58,0.65,0.22,0.34,0.09,0.10,0.40,0.47
0.53,0.81,0.31,0.63,0.12,0.01,0.44,0.23,0.11,0.27
0.22,0.62,0.44,0.38,0.23,0.35,0.31,0.20,0.34,0.30
0.43,0.65,0.14,0.49,0.19,0.14,0.53,0.31,0.03,0.11
0.49,0.82,0.38,0.61,0.05,0.11,0.32,0.11,0.18,0.31
0.27,0.63,0.35,0.40,0.14,0.25,0.34,0.16,0.24,0.21
0.30,0.13,0.58,0.13,0.70,0.75,0.84,0.72,0.67,0.50
0.35,0.74,0.77,0.50,0.56,0.69,0.42,0.48,0.69,0.63
0.27,0.35,0.23,0.22,0.41,0.43,0.67,0.48,0.34,0.16
0.25,0.63,0.70,0.39,0.53,0.66,0.46,0.47,0.64,0.55
0.07,0.45,0.39,0.21,0.34,0.43,0.49,0.35,0.38,0.25
0.32,0.71,0.74,0.47,0.53,0.66,0.40,0.46,0.66,0.59
0.50,0.83,0.39,0.63,0.06,0.11,0.32,0.12,0.19,0.32
0.52,0.61,0.04,0.52,0.37,0.29,0.71,0.48,0.19,0.18
0.45,0.49,0.07,0.42,0.41,0.36,0.73,0.51,0.26,0.15
0.47,0.89,0.65,0.64,0.31,0.45,0.05,0.20,0.49,0.53
0.10,0.38,0.56,0.15,0.54,0.63,0.61,0.53,0.58,0.43
0.47,0.86,0.52,0.63,0.16,0.28,0.15,0.05,0.34,0.42
0.24,0.16,0.49,0.06,0.61,0.66,0.78,0.65,0.58,0.41
0.37,0.80,0.59,0.55,0.28,0.42,0.14,0.18,0.45,0.46
0.46,0.84,0.50,0.61,0.13,0.26,0.17,0.02,0.32,0.39
0.26,0.38,0.22,0.23,0.38,0.40,0.64,0.45,0.31,0.13
0.28,0.68,0.45,0.44,0.19,0.32,0.26,0.14,0.33,0.31
0.54,0.63,0.06,0.54,0.37,0.29,0.71,0.49,0.20,0.20
0.38,0.75,0.83,0.52,0.63,0.76,0.49,0.55,0.76,0.68
0.20,0.40,0.25,0.22,0.34,0.38,0.58,0.40,0.30,0.13
0.25,0.66,0.47,0.41,0.23,0.36,0.27,0.18,0.36,0.33
0.47,0.71,0.20,0.55,0.16,0.07,0.50,0.27,0.00,0.17
0.23,0.37,0.24,0.21,0.38,0.40,0.62,0.44,0.32,0.14
0.36,0.56,0.12,0.40,0.23,0.22,0.55,0.33,0.12,0.02
0.31,0.13,0.59,0.15,0.71,0.76,0.86,0.74,0.68,0.51
0.50,0.91,0.61,0.67,0.25,0.37,0.06,0.14,0.43,0.50
0.21,0.31,0.63,0.15,0.65,0.73,0.73,0.65,0.67,0.52
0.33,0.07,0.55,0.15,0.70,0.74,0.87,0.74,0.66,0.48
0.09,0.33,0.40,0.09,0.44,0.51,0.61,0.47,0.44,0.28
0.11,0.35,0.36,0.12,0.41,0.47,0.59,0.44,0.40,0.24
0.12,0.55,0.54,0.30,0.39,0.51,0.42,0.36,0.48,0.39
0.24,0.58,0.71,0.36,0.58,0.70,0.53,0.53,0.68,0.57
0.27,0.16,0.43,0.10,0.59,0.62,0.79,0.63,0.54,0.36
0.22,0.48,0.24,0.28,0.26,0.31,0.51,0.32,0.24,0.10
0.36,0.63,0.21,0.44,0.13,0.15,0.45,0.24,0.09,0.11
0.15,0.26,0.42,0.03,0.51,0.57,0.68,0.54,0.49,0.32
0.32,0.74,0.70,0.49,0.46,0.59,0.32,0.37,0.60,0.55
0.53,0.86,0.40,0.65,0.09,0.11,0.33,0.14,0.20,0.34
0.59,1.00,0.68,0.76,0.31,0.42,0.07,0.20,0.49,0.57
0.42,0.72,0.90,0.53,0.74,0.87,0.62,0.68,0.85,0.76
0.33,0.09,0.58,0.16,0.72,0.77,0.88,0.75,0.69,0.51
0.08,0.46,0.39,0.22,0.33,0.42,0.47,0.34,0.37,0.25
0.48,0.70,0.17,0.54,0.19,0.10,0.53,0.31,0.01,0.16
0.40,0.44,0.11,0.36,0.41,0.38,0.71,0.50,0.28,0.14
