0.61,0.44,0.12,0.24,0.38,0.32,0.54,0.49,0.34,0.12,0.27,0.58,0.39,0.37,0.67,0.08,0.35,0.61,0.00,0.64
0.10,0.44,0.57,0.47,0.30,0.70,0.50,0.37,0.71,0.65,0.58,0.06,0.39,0.49,0.25,0.58,0.41,0.03,0.62,0.30
0.65,0.63,0.15,0.44,0.49,0.07,0.74,0.65,0.62,0.15,0.03,0.60,0.57,0.16,0.55,0.34,0.53,0.62,0.26,0.76
0.55,0.58,0.17,0.40,0.42,0.17,0.69,0.58,0.62,0.22,0.06,0.50,0.51,0.06,0.43,0.34,0.47,0.51,0.29,0.67
0.47,0.37,0.11,0.17,0.25,0.32,0.48,0.40,0.39,0.18,0.22,0.44,0.31,0.28,0.52,0.12,0.26,0.46,0.13,0.53
0.28,0.57,0.53,0.53,0.40,0.60,0.65,0.51,0.79,0.60,0.49,0.22,0.50,0.37,0.07,0.60,0.51,0.21,0.61,0.48
0.30,0.03,0.50,0.22,0.15,0.71,0.11,0.02,0.34,0.56,0.60,0.33,0.06,0.61,0.61,0.38,0.11,0.36,0.46,0.20
0.60,0.28,0.42,0.22,0.36,0.64,0.33,0.36,0.03,0.44,0.57,0.61,0.29,0.64,0.82,0.24,0.26,0.64,0.32,0.54
0.23,0.21,0.65,0.39,0.26,0.84,0.20,0.14,0.52,0.72,0.73,0.28,0.23,0.70,0.60,0.55,0.28,0.31,0.63,0.04
0.32,0.37,0.81,0.56,0.43,1.00,0.33,0.30,0.67,0.88,0.88,0.37,0.40,0.84,0.68,0.71,0.45,0.39,0.80,0.15
0.35,0.68,0.69,0.67,0.53,0.74,0.75,0.62,0.93,0.76,0.64,0.31,0.63,0.52,0.13,0.75,0.64,0.28,0.77,0.54
0.52,0.28,0.26,0.10,0.27,0.48,0.37,0.34,0.20,0.29,0.40,0.51,0.25,0.47,0.68,0.08,0.20,0.54,0.17,0.51
0.05,0.34,0.62,0.44,0.27,0.78,0.37,0.26,0.64,0.70,0.67,0.11,0.31,0.60,0.42,0.58,0.35,0.13,0.64,0.13
0.20,0.22,0.64,0.39,0.26,0.83,0.22,0.15,0.54,0.71,0.72,0.26,0.24,0.68,0.57,0.55,0.28,0.28,0.63,0.02
0.17,0.50,0.59,0.51,0.36,0.69,0.57,0.44,0.76,0.66,0.57,0.13,0.45,0.47,0.19,0.61,0.47,0.10,0.65,0.37
0.33,0.65,0.64,0.63,0.49,0.70,0.72,0.59,0.89,0.72,0.60,0.28,0.59,0.47,0.09,0.71,0.60,0.25,0.72,0.52
0.15,0.19,0.52,0.30,0.14,0.71,0.24,0.11,0.49,0.59,0.59,0.18,0.16,0.56,0.48,0.45,0.20,0.21,0.52,0.11
0.25,0.12,0.57,0.31,0.20,0.78,0.13,0.05,0.43,0.64,0.67,0.29,0.15,0.65,0.60,0.46,0.19,0.32,0.55,0.11
0.21,0.53,0.58,0.53,0.38,0.67,0.60,0.47,0.78,0.66,0.56,0.16,0.47,0.46,0.15,0.62,0.49,0.13,0.65,0.40
0.52,0.21,0.36,0.13,0.27,0.59,0.28,0.29,0.12,0.40,0.51,0.52,0.21,0.57,0.73,0.19,0.17,0.55,0.28,0.46
0.09,0.30,0.47,0.32,0.16,0.63,0.38,0.24,0.56,0.54,0.51,0.07,0.25,0.45,0.34,0.44,0.26,0.10,0.50,0.23
0.30,0.56,0.49,0.50,0.38,0.54,0.65,0.51,0.77,0.55,0.44,0.25,0.49,0.32,0.08,0.56,0.49,0.23,0.57,0.49
0.53,0.63,0.28,0.47,0.46,0.25,0.74,0.62,0.71,0.33,0.17,0.48,0.56,0.03,0.35,0.44,0.53,0.48,0.40,0.68
0.66,0.55,0.07,0.35,0.45,0.18,0.66,0.59,0.48,0.00,0.16,0.62,0.50,0.29,0.64,0.21,0.45,0.64,0.12,0.73
0.11,0.46,0.62,0.51,0.34,0.74,0.52,0.39,0.74,0.69,0.62,0.09,0.42,0.53,0.27,0.62,0.44,0.06,0.67,0.30
0.09,0.29,0.62,0.41,0.24,0.79,0.32,0.21,0.60,0.69,0.67,0.15,0.27,0.62,0.46,0.55,0.31,0.17,0.62,0.08
0.22,0.43,0.41,0.38,0.26,0.52,0.52,0.39,0.64,0.49,0.40,0.16,0.36,0.32,0.21,0.45,0.36,0.17,0.48,0.39
0.63,0.36,0.31,0.21,0.38,0.52,0.43,0.43,0.15,0.32,0.46,0.63,0.34,0.56,0.79,0.14,0.30,0.66,0.20,0.61
0.61,0.38,0.22,0.19,0.36,0.43,0.47,0.44,0.23,0.23,0.37,0.59,0.35,0.47,0.73,0.07,0.30,0.62,0.11,0.61
0.15,0.37,0.71,0.50,0.34,0.88,0.38,0.29,0.68,0.78,0.76,0.21,0.36,0.70,0.50,0.65,0.40,0.21,0.72,0.12
0.50,0.15,0.52,0.24,0.30,0.74,0.15,0.22,0.17,0.56,0.65,0.52,0.20,0.70,0.78,0.35,0.20,0.56,0.44,0.39
0.53,0.44,0.04,0.24,0.33,0.26,0.55,0.47,0.42,0.10,0.17,0.50,0.38,0.26,0.55,0.14,0.34,0.52,0.10,0.60
0.17,0.42,0.46,0.40,0.26,0.58,0.51,0.37,0.66,0.54,0.46,0.11,0.36,0.38,0.21,0.49,0.37,0.11,0.52,0.35
0.25,0.44,0.39,0.37,0.26,0.49,0.53,0.40,0.64,0.46,0.37,0.19,0.37,0.29,0.21,0.44,0.36,0.20,0.46,0.41
0.45,0.37,0.12,0.18,0.24,0.32,0.48,0.39,0.41,0.19,0.22,0.42,0.31,0.26,0.49,0.15,0.27,0.44,0.16,0.52
0.25,0.59,0.66,0.60,0.45,0.74,0.66,0.53,0.85,0.73,0.63,0.21,0.54,0.52,0.16,0.70,0.56,0.18,0.72,0.44
0.47,0.45,0.11,0.27,0.30,0.25,0.56,0.46,0.50,0.18,0.14,0.43,0.38,0.17,0.45,0.22,0.35,0.45,0.20,0.57
0.49,0.24,0.28,0.07,0.24,0.50,0.33,0.30,0.19,0.32,0.42,0.48,0.21,0.48,0.66,0.11,0.16,0.52,0.20,0.47
0.50,0.15,0.55,0.26,0.32,0.77,0.13,0.22,0.20,0.59,0.68,0.53,0.21,0.72,0.80,0.38,0.21,0.56,0.47,0.38
0.49,0.55,0.20,0.38,0.38,0.24,0.66,0.54,0.62,0.26,0.12,0.44,0.47,0.05,0.37,0.35,0.44,0.45,0.31,0.62
